,0.5151515151515151
%,0.7272727272727273
+23,0.030303030303030304
+7,0.06060606060606061
-11,0.030303030303030304
-14,0.030303030303030304
-22,0.030303030303030304
-24,0.030303030303030304
-3,0.09090909090909091
-4,0.15151515151515152
-493T,0.030303030303030304
-5,0.09090909090909091
-514,0.030303030303030304
-514C,0.06060606060606061
-514T,0.030303030303030304
-6,0.09090909090909091
-7,0.09090909090909091
-8,0.030303030303030304
-C,0.12121212121212122
0.01-0.02,0.030303030303030304
1,0.030303030303030304
1.7,0.030303030303030304
3.18E-4,0.030303030303030304
346_NNRTI-group,0.030303030303030304
7.4E-4,0.030303030303030304
<,0.5454545454545454
=,1.0303030303030303
>,0.30303030303030304
A,0.06060606060606061
A/C,0.030303030303030304
A1,0.030303030303030304
A4889G,0.030303030303030304
AA,0.030303030303030304
ABCA1,0.18181818181818182
ABCA1/LIPC/CETP,0.030303030303030304
ADD1,0.06060606060606061
AGT,0.030303030303030304
AI,0.030303030303030304
APOA1,0.09090909090909091
APOA5,0.18181818181818182
APOAII,0.06060606060606061
APOB,0.21212121212121213
APOC3,0.06060606060606061
APOE,0.06060606060606061
ART,0.30303030303030304
Africa,0.030303030303030304
Age,0.030303030303030304
All,0.030303030303030304
Anthropometric,0.030303030303030304
Arg219Lys,0.030303030303030304
Atherosclerotic,0.030303030303030304
B,0.030303030303030304
B1/B2,0.030303030303030304
B1B1,0.030303030303030304
B1B1/CC,0.06060606060606061
B2,0.06060606060606061
B2B2/TT,0.06060606060606061
BMI,0.15151515151515152
BP,0.09090909090909091
Biotechnology,0.030303030303030304
Body,0.030303030303030304
Bonferroni,0.030303030303030304
C,0.18181818181818182
C-154T,0.030303030303030304
C-480T,0.06060606060606061
C-514T,0.12121212121212122
C/A,0.030303030303030304
C/T,0.09090909090909091
C/X,0.030303030303030304
C679X,0.030303030303030304
CAC,0.15151515151515152
CAD,0.18181818181818182
CC,0.42424242424242425
CETP,0.696969696969697
CETP-B2B2/LIPC-TT,0.030303030303030304
CHD,0.06060606060606061
CI,0.030303030303030304
CRC,0.21212121212121213
CT,0.12121212121212122
CURES,0.030303030303030304
CVD,0.06060606060606061
CYP1A1,0.030303030303030304
Cancer,0.030303030303030304
Cardiovascular,0.030303030303030304
Cases,0.030303030303030304
Center,0.030303030303030304
Chennai,0.030303030303030304
Cholesteryl,0.030303030303030304
Colorectal,0.030303030303030304
DXA,0.030303030303030304
Data,0.030303030303030304
Diagnostics,0.030303030303030304
Disease,0.030303030303030304
Doetinchem,0.030303030303030304
Dyslipidaemia,0.030303030303030304
Epidemiological,0.030303030303030304
Epidemiology,0.030303030303030304
Epistasis,0.030303030303030304
Europeans,0.030303030303030304
Exercise,0.030303030303030304
FABP2,0.12121212121212122
FDR,0.09090909090909091
FDR_q,0.12121212121212122
FFQ,0.030303030303030304
FMD,0.09090909090909091
Fifty-six,0.030303030303030304
Fine,0.030303030303030304
Finns,0.06060606060606061
Further,0.06060606060606061
Furthermore,0.030303030303030304
G,0.09090909090909091
GEA,0.030303030303030304
GWA,0.06060606060606061
GeneQuest,0.09090909090909091
Germany,0.030303030303030304
GmbH,0.030303030303030304
HAART,0.030303030303030304
HCV,0.06060606060606061
HDL,0.8181818181818182
HDL-C,1.303030303030303
HDL-C.,0.030303030303030304
HDL-cholesterol,0.18181818181818182
HDLc,0.12121212121212122
HIV,0.06060606060606061
HL,0.42424242424242425
HMGCR,0.030303030303030304
HNF4A,0.06060606060606061
HT,0.18181818181818182
Han,0.06060606060606061
HapMap,0.030303030303030304
Haplotypes,0.030303030303030304
Health,0.030303030303030304
Hypertension,0.030303030303030304
I405V,0.030303030303030304
IG,0.030303030303030304
IG=2.24,0.030303030303030304
IG=6.20,0.030303030303030304
IMT,0.09090909090909091
Information,0.06060606060606061
Inuit,0.12121212121212122
Istanbul,0.030303030303030304
LDL,0.18181818181818182
LDL+HDL,0.09090909090909091
LDL-C,0.3333333333333333
LDL-C.,0.030303030303030304
LDL-cholesterol,0.030303030303030304
LDLR,0.09090909090909091
LDLs,0.030303030303030304
LIPC,0.9696969696969697
LIPC-514C/T,0.030303030303030304
LIPC-T,0.030303030303030304
LOD,0.12121212121212122
LPL,0.7575757575757576
LRP5,0.030303030303030304
M235T,0.030303030303030304
MBTPS2,0.06060606060606061
MTP,0.030303030303030304
MTTP,0.06060606060606061
Mannheim,0.030303030303030304
Mexican,0.09090909090909091
Minor-allele,0.030303030303030304
Molecular,0.030303030303030304
NGT,0.06060606060606061
NNRTI,0.09090909090909091
NRIP1,0.06060606060606061
National,0.030303030303030304
Networks,0.030303030303030304
No,0.030303030303030304
Nunavik,0.030303030303030304
OR,0.09090909090909091
OR=0.78,0.030303030303030304
OR=1.36,0.030303030303030304
OR=1.42,0.030303030303030304
OR=1.44,0.030303030303030304
P,1.606060606060606
P-interaction,0.030303030303030304
P-interaction=0.007,0.030303030303030304
P-interaction=0.71,0.030303030303030304
P=0.0002,0.030303030303030304
P=0.003,0.06060606060606061
P=0.006,0.030303030303030304
P=0.015,0.06060606060606061
P=0.02,0.030303030303030304
P=0.029,0.030303030303030304
P=0.036,0.030303030303030304
P=0.045,0.030303030303030304
P=0.046,0.030303030303030304
PCR-AIRS,0.030303030303030304
PCR-RFLP,0.030303030303030304
PCSK9,0.09090909090909091
PPARG,0.030303030303030304
PPARG2,0.030303030303030304
PTPN11,0.06060606060606061
Pairwise,0.030303030303030304
Participants,0.06060606060606061
Patients,0.06060606060606061
Plasma,0.06060606060606061
Protease,0.030303030303030304
QTDT,0.030303030303030304
QTL,0.15151515151515152
Qanuippitaa,0.030303030303030304
RLPc,0.030303030303030304
Reductions,0.030303030303030304
Risk,0.030303030303030304
Roche,0.030303030303030304
Rural,0.030303030303030304
S/X,0.06060606060606061
SA,0.15151515151515152
SC4MOL,0.06060606060606061
SCAND1,0.06060606060606061
SHBG,0.030303030303030304
SS,0.030303030303030304
SX,0.030303030303030304
SatFat,0.12121212121212122
Serum,0.030303030303030304
Seven,0.030303030303030304
Six,0.030303030303030304
South,0.09090909090909091
Statistical,0.030303030303030304
Survey,0.030303030303030304
T,0.48484848484848486
T-Chol,0.12121212121212122
TAG,0.06060606060606061
TC,0.12121212121212122
TG,0.36363636363636365
TGC,0.06060606060606061
THP-1,0.030303030303030304
TT,0.09090909090909091
Taq1B,0.030303030303030304
TaqMan,0.030303030303030304
Thr479Thr,0.06060606060606061
Thus,0.030303030303030304
TotFat,0.12121212121212122
Turkey,0.030303030303030304
Turks,0.030303030303030304
US,0.06060606060606061
Urban,0.030303030303030304
VLDL,0.18181818181818182
VLDL-TG,0.09090909090909091
VLDLR,0.030303030303030304
ViSEN,0.06060606060606061
Visualization,0.030303030303030304
WC,0.06060606060606061
WHR,0.030303030303030304
Weak,0.030303030303030304
XbAI,0.030303030303030304
Xhosa,0.030303030303030304
Young,0.06060606060606061
[,0.18181818181818182
],0.24242424242424243
absorptiometry,0.030303030303030304
activities,0.06060606060606061
activity,0.36363636363636365
addition,0.030303030303030304
adjustment,0.09090909090909091
adolescents,0.030303030303030304
adults,0.030303030303030304
afterwards,0.030303030303030304
age,0.24242424242424243
aim,0.12121212121212122
alcohol,0.030303030303030304
ancestry,0.06060606060606061
apo,0.030303030303030304
apoAI,0.030303030303030304
apoB100/apoAI,0.030303030303030304
apolipoprotein,0.030303030303030304
apolipoproteins,0.09090909090909091
approach,0.030303030303030304
approaches,0.030303030303030304
artery,0.36363636363636365
association,0.6666666666666666
associations,0.3333333333333333
atherosclerosis,0.12121212121212122
autoanalyzer,0.030303030303030304
background,0.06060606060606061
baseline,0.06060606060606061
belonging,0.030303030303030304
biogenesis,0.030303030303030304
bioinformatics,0.030303030303030304
biosynthesis,0.06060606060606061
blood,0.15151515151515152
body,0.18181818181818182
boys,0.030303030303030304
c.-265,0.030303030303030304
c.-75,0.030303030303030304
c.1959T,0.030303030303030304
calcification,0.030303030303030304
cancer,0.09090909090909091
candidate,0.09090909090909091
candidates,0.030303030303030304
capacity,0.2727272727272727
carbohydrate,0.09090909090909091
carcinogenesis,0.06060606060606061
cardiovascular,0.030303030303030304
carotid,0.15151515151515152
carrier,0.09090909090909091
carriers,0.2727272727272727
cases,0.030303030303030304
cause,0.030303030303030304
chain,0.030303030303030304
change,0.030303030303030304
changes,0.15151515151515152
characteristics,0.030303030303030304
children,0.09090909090909091
cholesterol,0.9090909090909091
cholesteryl,0.09090909090909091
chromosomes,0.06060606060606061
circumference,0.030303030303030304
cohort,0.18181818181818182
cohorts,0.030303030303030304
coinfection,0.06060606060606061
combination,0.030303030303030304
compliance,0.030303030303030304
composition,0.09090909090909091
computer,0.030303030303030304
concentration,0.030303030303030304
concentrations,0.2727272727272727
conclusion,0.06060606060606061
confidence,0.12121212121212122
consumption,0.030303030303030304
contrast,0.030303030303030304
contribution,0.030303030303030304
contributors,0.030303030303030304
controls,0.12121212121212122
convertase,0.030303030303030304
correction,0.06060606060606061
covariates,0.030303030303030304
criteria,0.030303030303030304
data,0.030303030303030304
dataset,0.030303030303030304
date,0.030303030303030304
days,0.06060606060606061
dbSNP,0.030303030303030304
death,0.030303030303030304
decreases,0.06060606060606061
density,0.15151515151515152
determinant,0.030303030303030304
determinants,0.030303030303030304
development,0.06060606060606061
diabetes,0.09090909090909091
diet,0.15151515151515152
differences,0.06060606060606061
discovery,0.06060606060606061
disease,0.24242424242424243
disequilibrium,0.06060606060606061
distributions,0.030303030303030304
dyslipidemia,0.21212121212121213
effect,0.2727272727272727
effects,0.3939393939393939
efflux,0.24242424242424243
efforts,0.06060606060606061
elasticity,0.030303030303030304
energy,0.030303030303030304
equation,0.030303030303030304
